generation,Individual,Fitness,Genome,steric_stiff,steric_range,surface_stiff,anchor_density,anchor_stiff,hydrolysis
gen0057,38,2.041535,00010011110011000101010100111111,343.75,0.058124999999999996,38.515625,19.0625,162.5,0.2984375
gen0057,39,0.586789,00000011110111010010110000101011,100.0,0.05859375,40.8125,35.9375,50.0,0.2671875
gen0057,40,0.931816,00000011101011110010100101001010,100.0,0.0571875,46.9375,33.125,190.625,0.215625
gen0057,41,0.72422,00000011110011001101101011001001,100.0,0.058124999999999996,40.046875,21.875,359.375,0.21406250000000002
gen0057,42,1.393069,00000011110101110110111001001010,100.0,0.05859375,23.203125,35.9375,303.125,0.215625
gen0057,43,0.955476,00000011100111100010110100001000,100.0,0.05671875,43.875,35.9375,162.5,0.21250000000000002
gen0057,44,0.8752,00000011100111010111100101001011,100.0,0.05671875,41.578125,44.375,190.625,0.2171875
gen0057,45,0.763534,00000011110111110101100000001001,100.0,0.05859375,47.703125,21.875,50.0,0.21406250000000002
gen0057,46,1.322121,00000011000011101111100101101101,100.0,0.0525,46.171875,44.375,190.625,0.2703125
gen0057,47,1.148943,00000011110011001100110100100111,100.0,0.058124999999999996,40.046875,13.4375,162.5,0.2609375
gen0057,48,0.748037,00000011000111010111101001101011,100.0,0.052968749999999995,41.578125,44.375,303.125,0.2671875
gen0057,49,1.194017,00000011110111011110100101101101,100.0,0.05859375,43.109375,33.125,190.625,0.2703125
gen0057,50,2.431416,00000111100011110110100101110101,160.9375,0.056249999999999994,47.703125,33.125,190.625,0.2828125
gen0057,51,0.54604,00000011110011001101101110001111,100.0,0.058124999999999996,40.046875,21.875,443.75,0.2234375
gen0057,52,0.510793,00000010110111100010101100000011,100.0,0.05109374999999999,43.875,33.125,387.5,0.20468750000000002
gen0057,53,0.881989,00000011100010110110011100100101,100.0,0.056249999999999994,35.453125,30.3125,387.5,0.2578125
gen0057,54,3.145167,00000001100001111001100111001011,100.0,0.041249999999999995,23.96875,21.875,246.875,0.2171875
gen0057,55,1.618363,00000111000011111111111111010011,160.9375,0.0525,49.234375,47.1875,471.875,0.2296875
gen0057,56,0.651972,00000011110011110111101100001001,100.0,0.058124999999999996,47.703125,44.375,387.5,0.21406250000000002
gen0057,57,2.372948,00000111110111001111110101110011,160.9375,0.05859375,40.046875,47.1875,190.625,0.2796875
gen0057,58,0.677131,00000011011011111110101011001011,100.0,0.0553125,49.234375,33.125,359.375,0.2171875
gen0057,59,0.950399,00000011100111010111101001001011,100.0,0.05671875,41.578125,44.375,303.125,0.2171875
gen0057,60,1.276004,00000111110111111101100101100011,160.9375,0.05859375,49.234375,21.875,190.625,0.2546875
gen0057,61,0.352439,00000011011011011110111101001010,100.0,0.0553125,43.109375,35.9375,415.625,0.215625
gen0057,62,0.567233,00000011000011110110100111011000,100.0,0.0525,47.703125,33.125,246.875,0.2375
gen0057,63,0.994987,00000011000011110110110111001001,100.0,0.0525,47.703125,35.9375,246.875,0.21406250000000002
gen0057,64,0.834548,00000011111111111110111001001010,100.0,0.059531249999999994,49.234375,35.9375,303.125,0.215625
gen0057,65,0.490204,00000011111011110111111100000000,100.0,0.0590625,47.703125,47.1875,387.5,0.2
gen0057,66,1.361946,00000011111011111011100101110101,100.0,0.0590625,48.46875,44.375,190.625,0.2828125
gen0057,67,2.76328,00000010110111010011110101001011,100.0,0.05109374999999999,40.8125,47.1875,190.625,0.2171875
gen0057,68,2.327259,00100011110011001110100101001001,587.5,0.058124999999999996,40.046875,33.125,190.625,0.21406250000000002
gen0057,69,1.185537,01000001000011000001101000101000,1075.0,0.0375,37.75,21.875,275.0,0.2625
gen0057,70,2.125382,00100011000111001110100101001001,587.5,0.052968749999999995,40.046875,33.125,190.625,0.21406250000000002
gen0057,71,1.032652,00000011111011110110110101000011,100.0,0.0590625,47.703125,35.9375,190.625,0.20468750000000002
gen0057,72,0.716195,00000011111011111010111001001010,100.0,0.0590625,48.46875,35.9375,303.125,0.215625
gen0057,73,1.810481,00000111100011111101110100001000,160.9375,0.056249999999999994,49.234375,24.6875,162.5,0.21250000000000002
gen0057,74,0.558186,00000011101011111110111001001011,100.0,0.0571875,49.234375,35.9375,303.125,0.2171875
gen0057,75,0.999687,00000011100110010110100101000011,100.0,0.05671875,29.328125,33.125,190.625,0.20468750000000002
gen0057,76,2.31755,00100011110011001101101100001101,587.5,0.058124999999999996,40.046875,21.875,387.5,0.22031250000000002
gen0057,77,0.224935,00000011101011011001100110111001,100.0,0.0571875,42.34375,21.875,218.75,0.2890625
gen0057,78,1.903955,01000010110110010101101100001011,1075.0,0.05109374999999999,29.328125,21.875,387.5,0.2171875
gen0057,79,0.998257,00000010110111010110110101001011,100.0,0.05109374999999999,41.578125,35.9375,190.625,0.2171875
gen0057,80,1.159608,00000011111011010001100110111101,100.0,0.0590625,40.8125,21.875,218.75,0.2953125
gen0057,81,0.449203,00000011100111010001000101101111,100.0,0.05671875,40.8125,16.25,190.625,0.2734375
gen0057,82,0.792578,00000011111111010011011110000011,100.0,0.059531249999999994,40.8125,41.5625,443.75,0.20468750000000002
gen0057,83,0.593302,00000011101111011110101100001001,100.0,0.05765625,43.109375,33.125,387.5,0.21406250000000002
gen0057,84,0.956796,00000011100111000000011100100101,100.0,0.05671875,37.75,7.8125,387.5,0.2578125
gen0057,85,0.688823,00000011110110100101100111001001,100.0,0.05859375,32.390625,21.875,246.875,0.21406250000000002
gen0057,86,0.438951,00000011110111011110011011001111,100.0,0.05859375,43.109375,30.3125,359.375,0.2234375
gen0057,87,1.81526,00000011110011001101111000001011,100.0,0.058124999999999996,40.046875,24.6875,275.0,0.2171875
gen0057,88,3.048707,00000010010001110010110000001010,100.0,0.046875,22.4375,35.9375,50.0,0.215625
gen0057,89,1.606062,00000011000011101110101010001011,100.0,0.0525,46.171875,33.125,331.25,0.2171875
gen0057,90,1.140504,00000111110110000001100110111001,160.9375,0.05859375,25.5,21.875,218.75,0.2890625
gen0057,91,1.087196,00000011110111001010111101001011,100.0,0.05859375,39.28125,35.9375,415.625,0.2171875
gen0057,92,2.181997,01000011110111101110100100110111,1075.0,0.05859375,46.171875,33.125,162.5,0.2859375
gen0057,93,0.996115,00000011000011110110100101011011,100.0,0.0525,47.703125,33.125,190.625,0.2421875
gen0057,94,1.319217,00000011110001111001111100001111,100.0,0.058124999999999996,23.96875,24.6875,387.5,0.2234375
gen0057,95,0.615437,00000011100111100010110110001000,100.0,0.05671875,43.875,35.9375,218.75,0.21250000000000002
gen0057,96,0.888841,00000011100011001110101111001011,100.0,0.056249999999999994,40.046875,33.125,471.875,0.2171875
gen0057,97,0.726605,00000011100011101110111111001011,100.0,0.056249999999999994,46.171875,35.9375,471.875,0.2171875
gen0057,98,0.205654,00000011110011001101100001101101,100.0,0.058124999999999996,40.046875,21.875,78.125,0.2703125
gen0057,99,0.313826,00000011100011100101101011001011,100.0,0.056249999999999994,44.640625,21.875,359.375,0.2171875
gen0057,100,1.242413,00000011111111111101000101101111,100.0,0.059531249999999994,49.234375,16.25,190.625,0.2734375
gen0057,101,1.974049,00010011010011000001101000101000,343.75,0.054375,37.75,21.875,275.0,0.2625
gen0057,102,0.979264,00000011110011001110110101001011,100.0,0.058124999999999996,40.046875,35.9375,190.625,0.2171875
gen0057,103,2.016476,00100011100011000101101111001011,587.5,0.056249999999999994,38.515625,21.875,471.875,0.2171875
gen0057,104,1.216272,00000011100110010110110101000011,100.0,0.05671875,29.328125,35.9375,190.625,0.20468750000000002
gen0057,105,0.371861,00000011100111111111111100001011,100.0,0.05671875,49.234375,47.1875,387.5,0.2171875
gen0057,106,2.145898,01000011100111010110111100001011,1075.0,0.05671875,41.578125,35.9375,387.5,0.2171875
gen0057,107,1.37653,00000011111111001101101100001101,100.0,0.059531249999999994,40.046875,21.875,387.5,0.22031250000000002
gen0057,108,0.120406,00000011100111010110100101001011,100.0,0.05671875,41.578125,33.125,190.625,0.2171875
gen0057,109,2.07767,01000011110011101011111000000111,1075.0,0.058124999999999996,45.40625,47.1875,275.0,0.2109375
gen0057,110,1.210942,00000011110011001110100101101101,100.0,0.058124999999999996,40.046875,33.125,190.625,0.2703125
gen0057,111,2.289834,01000011110111111011111000000011,1075.0,0.05859375,48.46875,47.1875,275.0,0.20468750000000002
gen0057,112,0.690301,00000011111011111101101011001011,100.0,0.0590625,49.234375,21.875,359.375,0.2171875
gen0057,113,1.69691,00100011110101100100110100001011,587.5,0.05859375,20.140625,13.4375,162.5,0.2171875
gen0057,114,1.028234,00000011100111010111001001001011,100.0,0.05671875,41.578125,38.75,303.125,0.2171875
gen0057,115,0.170262,00000011100011001110101011001001,100.0,0.056249999999999994,40.046875,33.125,359.375,0.21406250000000002
gen0057,116,0.968664,00000011110001111101110101001011,100.0,0.058124999999999996,24.734375,24.6875,190.625,0.2171875
gen0057,117,0.599214,00000011111011101101101011001011,100.0,0.0590625,46.171875,21.875,359.375,0.2171875
gen0057,118,0.642173,00000011101011111111111111001011,100.0,0.0571875,49.234375,47.1875,471.875,0.2171875
gen0057,119,0.39171,00000011110111110011110110001011,100.0,0.05859375,46.9375,47.1875,218.75,0.2171875
gen0057,120,1.439633,00000011101011110101110000001011,100.0,0.0571875,47.703125,24.6875,50.0,0.2171875
gen0057,121,1.843676,00000011100110010111110000001001,100.0,0.05671875,29.328125,47.1875,50.0,0.21406250000000002
gen0057,122,0.658556,00000011110111010011011101001010,100.0,0.05859375,40.8125,41.5625,415.625,0.215625
gen0057,123,1.645601,00000111100111100110110100001001,160.9375,0.05671875,44.640625,35.9375,162.5,0.21406250000000002
gen0057,124,2.376362,01000001101011101011111000001001,1075.0,0.0421875,45.40625,47.1875,275.0,0.21406250000000002
gen0057,125,0.679482,00000011111011010110110100100111,100.0,0.0590625,41.578125,35.9375,162.5,0.2609375
gen0057,126,1.327937,00000011110011010001100101111011,100.0,0.058124999999999996,40.8125,21.875,190.625,0.2921875
gen0057,127,0.334702,00000011111111110110110110001010,100.0,0.059531249999999994,47.703125,35.9375,218.75,0.215625
gen0057,128,2.336659,00001011011011011111111100001101,221.875,0.0553125,43.109375,47.1875,387.5,0.22031250000000002
gen0057,129,0.410829,00000011100011001110100111001001,100.0,0.056249999999999994,40.046875,33.125,246.875,0.21406250000000002
gen0057,130,0.365352,00000011100011101110100100110011,100.0,0.056249999999999994,46.171875,33.125,162.5,0.2796875
gen0057,131,0.328311,00000011110011001110110101101101,100.0,0.058124999999999996,40.046875,35.9375,190.625,0.2703125
gen0057,132,0.840382,00000011000011001110101011001011,100.0,0.0525,40.046875,33.125,359.375,0.2171875
gen0057,133,2.010181,01101011110011001100101100001001,1684.375,0.058124999999999996,40.046875,10.625,387.5,0.21406250000000002
gen0057,134,1.133334,00000011110011001111100101101101,100.0,0.058124999999999996,40.046875,44.375,190.625,0.2703125
gen0057,135,1.18863,00000011111011111111100101110101,100.0,0.0590625,49.234375,44.375,190.625,0.2828125
gen0057,136,2.009782,00100111101111100110110110001000,648.4375,0.05765625,44.640625,35.9375,218.75,0.21250000000000002
gen0057,137,0.573872,00000011110110110111101100001011,100.0,0.05859375,35.453125,44.375,387.5,0.2171875
gen0057,138,0.369334,00000011111111100110011011001011,100.0,0.059531249999999994,44.640625,30.3125,359.375,0.2171875
gen0057,139,0.408846,00000011101011110111110000101101,100.0,0.0571875,47.703125,47.1875,50.0,0.2703125
gen0057,140,2.135462,00011011110111010110111000011010,465.625,0.05859375,41.578125,35.9375,275.0,0.240625
gen0057,141,0.467217,00000011110111010110111001001010,100.0,0.05859375,41.578125,35.9375,303.125,0.215625
gen0057,142,0.458467,00000011111111000110011011001111,100.0,0.059531249999999994,38.515625,30.3125,359.375,0.2234375
gen0057,143,1.661488,00000011100111100000110110100000,100.0,0.05671875,43.875,13.4375,218.75,0.25
gen0057,144,1.378191,00000011100010100110110110001000,100.0,0.056249999999999994,32.390625,35.9375,218.75,0.21250000000000002
gen0057,145,0.755831,00000011010111010110011001101010,100.0,0.05484375,41.578125,30.3125,303.125,0.265625
gen0057,146,2.29845,00000111100011111101111110001000,160.9375,0.056249999999999994,49.234375,24.6875,443.75,0.21250000000000002
gen0057,147,0.523856,00000011101011010111110000001001,100.0,0.0571875,41.578125,47.1875,50.0,0.21406250000000002
gen0057,148,2.276395,10010011101110101010011110101001,2293.75,0.05765625,33.15625,30.3125,443.75,0.2640625
gen0057,149,0.961874,00000111110101010110110001001010,160.9375,0.05859375,17.078125,35.9375,78.125,0.215625
gen0057,150,1.767361,00000111100011111101110110001000,160.9375,0.056249999999999994,49.234375,24.6875,218.75,0.21250000000000002
gen0057,151,0.521668,00000011100011100110110111001000,100.0,0.056249999999999994,44.640625,35.9375,246.875,0.21250000000000002
gen0057,152,0.811191,00000011111011111011000111010101,100.0,0.0590625,48.46875,38.75,246.875,0.2328125
gen0057,153,1.89161,00100011010001100110100101011000,587.5,0.054375,20.140625,33.125,190.625,0.2375
gen0057,154,2.232841,00000011101100111110111101000000,100.0,0.05765625,12.484375,35.9375,415.625,0.2
gen0057,155,1.367816,00000011101010110111110010001011,100.0,0.0571875,35.453125,47.1875,106.25,0.2171875
gen0057,156,1.012848,00000011110111010110111001000010,100.0,0.05859375,41.578125,35.9375,303.125,0.203125
gen0057,157,2.165146,01000011110111010011111110000011,1075.0,0.05859375,40.8125,47.1875,443.75,0.20468750000000002
gen0057,158,0.447503,00000011101110111110111100000000,100.0,0.05765625,36.984375,35.9375,387.5,0.2
gen0057,159,2.215555,00100011110111010011011110000011,587.5,0.05859375,40.8125,41.5625,443.75,0.20468750000000002
gen0057,160,1.240723,00000011000011111110100111011000,100.0,0.0525,49.234375,33.125,246.875,0.2375
gen0057,161,1.963313,00001011111011011111111100001101,221.875,0.0590625,43.109375,47.1875,387.5,0.22031250000000002
gen0057,162,0.629494,00000011110010010101101100001001,100.0,0.058124999999999996,29.328125,21.875,387.5,0.21406250000000002
gen0057,163,0.23533,00000011101011110111111000001001,100.0,0.0571875,47.703125,47.1875,275.0,0.21406250000000002
gen0058,0,1.401025,00000011100111010110100101001011,100.0,0.05671875,41.578125,33.125,190.625,0.2171875
gen0058,1,0.44266,00000011100011001110101011001001,100.0,0.056249999999999994,40.046875,33.125,359.375,0.21406250000000002
gen0058,2,0.723183,00000011110011001101100001101101,100.0,0.058124999999999996,40.046875,21.875,78.125,0.2703125
gen0058,3,0.941174,00000011101011011001100110111001,100.0,0.0571875,42.34375,21.875,218.75,0.2890625
gen0058,4,1.143106,00000011101011110111111000001001,100.0,0.0571875,47.703125,47.1875,275.0,0.21406250000000002
gen0058,5,0.337006,00000011101111111101100011001000,100.0,0.05765625,49.234375,21.875,134.375,0.21250000000000002
gen0058,6,0.754383,00000011100011100101101011001011,100.0,0.056249999999999994,44.640625,21.875,359.375,0.2171875
gen0058,7,0.375903,00000011110011001110110110001100,100.0,0.058124999999999996,40.046875,35.9375,218.75,0.21875
gen0058,8,0.705041,00000011110011001110110101101101,100.0,0.058124999999999996,40.046875,35.9375,190.625,0.2703125
gen0058,9,1.038267,00000011111111110110110110001010,100.0,0.059531249999999994,47.703125,35.9375,218.75,0.215625
gen0058,10,0.646912,00000011011011011110111101001010,100.0,0.0553125,43.109375,35.9375,415.625,0.215625
gen0058,11,0.365711,00000011110111011010110101001011,100.0,0.05859375,42.34375,35.9375,190.625,0.2171875
gen0058,12,0.884879,00000011000011101110101010001001,100.0,0.0525,46.171875,33.125,331.25,0.21406250000000002
gen0058,13,1.174601,00000011110011111101101111001011,100.0,0.058124999999999996,49.234375,21.875,471.875,0.2171875
gen0058,14,0.58,00000011101111111101101101001010,100.0,0.05765625,49.234375,21.875,415.625,0.215625
gen0058,15,2.133551,01000010110110010101100010110011,1075.0,0.05109374999999999,29.328125,21.875,106.25,0.2796875
gen0058,16,0.610694,00000011111011110110110101000000,100.0,0.0590625,47.703125,35.9375,190.625,0.2
gen0058,17,0.878701,00000011110011110111111100001001,100.0,0.058124999999999996,47.703125,47.1875,387.5,0.21406250000000002
gen0058,18,0.298899,00000011010011000001110110001000,100.0,0.054375,37.75,24.6875,218.75,0.21250000000000002
gen0058,19,0.257737,00000011101111010110001100001001,100.0,0.05765625,41.578125,27.5,387.5,0.21406250000000002
gen0058,20,1.177963,00000011100111111101100010100011,100.0,0.05671875,49.234375,21.875,106.25,0.2546875
gen0058,21,1.087625,00000011100111111111111100001001,100.0,0.05671875,49.234375,47.1875,387.5,0.21406250000000002
gen0058,22,0.862608,00000011110011011001100101101101,100.0,0.058124999999999996,42.34375,21.875,190.625,0.2703125
gen0058,23,1.370964,00000011100011100101101100001100,100.0,0.056249999999999994,44.640625,21.875,387.5,0.21875
gen0058,24,0.859454,00000011110011001110100111011000,100.0,0.058124999999999996,40.046875,33.125,246.875,0.2375
gen0058,25,0.700231,00000011111111110110110111001011,100.0,0.059531249999999994,47.703125,35.9375,246.875,0.2171875
gen0058,26,0.393718,00000011101011110111110000001101,100.0,0.0571875,47.703125,47.1875,50.0,0.22031250000000002
gen0058,27,0.653215,00000011110011001110100101100011,100.0,0.058124999999999996,40.046875,33.125,190.625,0.2546875
gen0058,28,0.92569,00000011110001111110100101001011,100.0,0.058124999999999996,24.734375,33.125,190.625,0.2171875
gen0058,29,0.369546,00000011100111001101101000000110,100.0,0.05671875,40.046875,21.875,275.0,0.209375
gen0058,30,0.477185,00000011110111110111110110001010,100.0,0.05859375,47.703125,47.1875,218.75,0.215625
gen0058,31,2.235203,00100011110011001110100101001001,587.5,0.058124999999999996,40.046875,33.125,190.625,0.21406250000000002
gen0058,32,0.869686,00000011101010110110011011001111,100.0,0.0571875,35.453125,30.3125,359.375,0.2234375
gen0058,33,2.130514,01000011110011100011110101001011,1075.0,0.058124999999999996,43.875,47.1875,190.625,0.2171875
gen0058,34,1.422169,00000111100111100111111011001011,160.9375,0.05671875,44.640625,47.1875,359.375,0.2171875
gen0058,35,0.510729,00000011100111011010110101001011,100.0,0.05671875,42.34375,35.9375,190.625,0.2171875
gen0058,36,1.451996,00000011111011111100110100100111,100.0,0.0590625,49.234375,13.4375,162.5,0.2609375
gen0058,37,0.858289,00000011111111110110111000011010,100.0,0.059531249999999994,47.703125,35.9375,275.0,0.240625
gen0058,38,0.458256,00000011100110100010110101000011,100.0,0.05671875,31.625,35.9375,190.625,0.20468750000000002
gen0058,39,2.17335,00100011110101100110110100001011,587.5,0.05859375,20.140625,35.9375,162.5,0.2171875
gen0058,40,0.274666,00000011011011011110100000001001,100.0,0.0553125,43.109375,33.125,50.0,0.21406250000000002
gen0058,41,0.749519,00000011110111010111111011111011,100.0,0.05859375,41.578125,47.1875,359.375,0.2921875
gen0058,42,0.537004,00000011101111111101101100100101,100.0,0.05765625,49.234375,21.875,387.5,0.2578125
gen0058,43,0.346618,00000011110011001110110100100111,100.0,0.058124999999999996,40.046875,35.9375,162.5,0.2609375
gen0058,44,0.754494,00000011111011110111111001001010,100.0,0.0590625,47.703125,47.1875,303.125,0.215625
gen0058,45,2.279116,00100011100011110111111111001011,587.5,0.056249999999999994,47.703125,47.1875,471.875,0.2171875
gen0058,46,1.960791,01000001101011101010100101001011,1075.0,0.0421875,45.40625,33.125,190.625,0.2171875
gen0058,47,0.775147,00000011101111011110101100001001,100.0,0.05765625,43.109375,33.125,387.5,0.21406250000000002
gen0058,48,0.566738,00000011100111001101100111011000,100.0,0.05671875,40.046875,21.875,246.875,0.2375
gen0058,49,1.048282,00000011110011001100110100100111,100.0,0.058124999999999996,40.046875,13.4375,162.5,0.2609375
gen0058,50,1.311572,00000111100011100101101010001011,160.9375,0.056249999999999994,44.640625,21.875,331.25,0.2171875
gen0058,51,0.772905,00000011110011111111101100001001,100.0,0.058124999999999996,49.234375,44.375,387.5,0.21406250000000002
gen0058,52,1.083036,00000011010111011110111101001010,100.0,0.05484375,43.109375,35.9375,415.625,0.215625
gen0058,53,1.255676,00000111100011110101101011001011,160.9375,0.056249999999999994,47.703125,21.875,359.375,0.2171875
gen0058,54,2.214245,00000010110110110111101100000011,100.0,0.05109374999999999,35.453125,44.375,387.5,0.20468750000000002
gen0058,55,2.180383,01101011110111010110101100001001,1684.375,0.05859375,41.578125,33.125,387.5,0.21406250000000002
gen0058,56,1.499485,00000111100011001110100101001011,160.9375,0.056249999999999994,40.046875,33.125,190.625,0.2171875
gen0058,57,0.926717,00000011100111111101100111001001,100.0,0.05671875,49.234375,21.875,246.875,0.21406250000000002
gen0058,58,3.421843,00000001101011101011111000001010,100.0,0.0421875,45.40625,47.1875,275.0,0.215625
gen0058,59,0.649294,00000011110011110110110011001011,100.0,0.058124999999999996,47.703125,35.9375,134.375,0.2171875
gen0058,60,1.299673,01000001000011000101101000101000,1075.0,0.0375,38.515625,21.875,275.0,0.2625
gen0058,61,0.527393,00000011101011110010100101001011,100.0,0.0571875,46.9375,33.125,190.625,0.2171875
gen0058,62,0.587437,00000011100011100101101100001000,100.0,0.056249999999999994,44.640625,21.875,387.5,0.21250000000000002
gen0058,63,1.184381,00000011111011101101100110001011,100.0,0.0590625,46.171875,21.875,218.75,0.2171875
gen0058,64,0.678253,00000011011011011110111101011011,100.0,0.0553125,43.109375,35.9375,415.625,0.2421875
gen0058,65,0.293073,00000011110011001110100100001100,100.0,0.058124999999999996,40.046875,33.125,162.5,0.21875
gen0058,66,0.877766,00000011100011111001100101101101,100.0,0.056249999999999994,48.46875,21.875,190.625,0.2703125
gen0058,67,0.848909,00000011100011001110110110100000,100.0,0.056249999999999994,40.046875,35.9375,218.75,0.25
gen0058,68,1.022382,00000011101011110010100101000111,100.0,0.0571875,46.9375,33.125,190.625,0.2109375
gen0058,69,0.904737,00000011100111010111100101001011,100.0,0.05671875,41.578125,44.375,190.625,0.2171875
gen0058,70,0.834018,00000011100111111101100010100000,100.0,0.05671875,49.234375,21.875,106.25,0.25
gen0058,71,0.672455,00000011000011111111111111010011,100.0,0.0525,49.234375,47.1875,471.875,0.2296875
gen0058,72,0.845379,00000011110111100010111100000000,100.0,0.05859375,43.875,35.9375,387.5,0.2
gen0058,73,0.960182,00000011110110010110110101110101,100.0,0.05859375,29.328125,35.9375,190.625,0.2828125
gen0058,74,0.488365,00000011110110010101110110101011,100.0,0.05859375,29.328125,24.6875,218.75,0.2671875
gen0058,75,2.373128,00000111110111110111111000001010,160.9375,0.05859375,47.703125,47.1875,275.0,0.215625
gen0058,76,1.066724,00000011101011011001110100001011,100.0,0.0571875,42.34375,24.6875,162.5,0.2171875
gen0058,77,1.187269,00000011110011010111101001101011,100.0,0.058124999999999996,41.578125,44.375,303.125,0.2671875
gen0058,78,1.001046,00000011100011111111111111011000,100.0,0.056249999999999994,49.234375,47.1875,471.875,0.2375
gen0058,79,1.154567,00000011110011001101100000000101,100.0,0.058124999999999996,40.046875,21.875,50.0,0.2078125
gen0058,80,0.91281,00000011110101110101101011001011,100.0,0.05859375,23.203125,21.875,359.375,0.2171875
gen0058,81,0.621586,00000011110011110110110010001100,100.0,0.058124999999999996,47.703125,35.9375,106.25,0.21875
gen0058,82,0.783113,00000011110011110110110100001000,100.0,0.058124999999999996,47.703125,35.9375,162.5,0.21250000000000002
gen0058,83,1.71218,00000011110111111011110110101011,100.0,0.05859375,48.46875,47.1875,218.75,0.2671875
gen0058,84,2.302057,00000010100011100010101100000011,100.0,0.04875,43.875,33.125,387.5,0.20468750000000002
gen0058,85,0.639704,00000011110010010101101100101001,100.0,0.058124999999999996,29.328125,21.875,387.5,0.2640625
gen0058,86,0.997331,00000111100111100110100101001001,160.9375,0.05671875,44.640625,33.125,190.625,0.21406250000000002
gen0058,87,0.947741,00000011101010100101100111001001,100.0,0.0571875,32.390625,21.875,246.875,0.21406250000000002
gen0058,88,0.877481,00000011101010110110100101001001,100.0,0.0571875,35.453125,33.125,190.625,0.21406250000000002
gen0058,89,0.935897,00000011110110010010010110100011,100.0,0.05859375,28.5625,30.3125,218.75,0.2546875
gen0058,90,1.09091,00000011110101010110110110101011,100.0,0.05859375,17.078125,35.9375,218.75,0.2671875
gen0058,91,0.764541,00000011110111010101100111001011,100.0,0.05859375,41.578125,21.875,246.875,0.2171875
gen0058,92,0.343342,00000011110011001111100101101101,100.0,0.058124999999999996,40.046875,44.375,190.625,0.2703125
gen0058,93,1.374205,00000011100111010111111001001011,100.0,0.05671875,41.578125,47.1875,303.125,0.2171875
gen0058,94,0.785759,00000011110011001101101101001011,100.0,0.058124999999999996,40.046875,21.875,415.625,0.2171875
gen0058,95,0.646042,00000011101111111100110100001000,100.0,0.05765625,49.234375,13.4375,162.5,0.21250000000000002
gen0058,96,0.96848,00000011111011100100000111010101,100.0,0.0590625,44.640625,5.0,246.875,0.2328125
gen0058,97,2.058914,01000011000011110110100101001001,1075.0,0.0525,47.703125,33.125,190.625,0.21406250000000002
gen0058,98,2.135513,00000111110111010011111001001101,160.9375,0.05859375,40.8125,47.1875,303.125,0.22031250000000002
gen0058,99,1.755519,00100011010001100110101011001000,587.5,0.054375,20.140625,33.125,359.375,0.21250000000000002
gen0058,100,1.77378,00000011111011101101101011001011,100.0,0.0590625,46.171875,21.875,359.375,0.2171875
gen0058,101,0.7511,00000011100111100101100011001000,100.0,0.05671875,44.640625,21.875,134.375,0.21250000000000002
gen0058,102,0.31711,00000011110111111110111001001010,100.0,0.05859375,49.234375,35.9375,303.125,0.215625
gen0058,103,0.644389,00000011110010010101101100001111,100.0,0.058124999999999996,29.328125,21.875,387.5,0.2234375
gen0058,104,1.096735,00000011111111110110111100001010,100.0,0.059531249999999994,47.703125,35.9375,387.5,0.215625
gen0058,105,0.549345,00000011100111110111101001001011,100.0,0.05671875,47.703125,44.375,303.125,0.2171875
gen0058,106,0.794475,00000011100111011101111100000110,100.0,0.05671875,43.109375,24.6875,387.5,0.209375
gen0058,107,0.430493,00000011100111010101100010100011,100.0,0.05671875,41.578125,21.875,106.25,0.2546875
gen0058,108,0.376465,00000011000111111101100010100011,100.0,0.052968749999999995,49.234375,21.875,106.25,0.2546875
gen0058,109,1.518082,01000001000011001101101000101000,1075.0,0.0375,40.046875,21.875,275.0,0.2625
gen0058,110,1.505462,00000011000011001110100111001001,100.0,0.0525,40.046875,33.125,246.875,0.21406250000000002
gen0058,111,0.661847,00000011100011101110100100110011,100.0,0.056249999999999994,46.171875,33.125,162.5,0.2796875
gen0058,112,0.553203,00000011100111110010111001001010,100.0,0.05671875,46.9375,35.9375,303.125,0.215625
gen0058,113,0.873939,00000011110111011011010110001100,100.0,0.05859375,42.34375,41.5625,218.75,0.21875
gen0058,114,0.498831,00000011100111111101100010101011,100.0,0.05671875,49.234375,21.875,106.25,0.2671875
gen0058,115,0.445651,00000011111011110111111100001011,100.0,0.0590625,47.703125,47.1875,387.5,0.2171875
gen0058,116,1.481497,00000010110111010010100101001011,100.0,0.05109374999999999,40.8125,33.125,190.625,0.2171875
gen0058,117,2.021555,01000010100111010110100101001011,1075.0,0.04921875,41.578125,33.125,190.625,0.2171875
gen0058,118,1.001705,00000011100010110110100111001001,100.0,0.056249999999999994,35.453125,33.125,246.875,0.21406250000000002
gen0058,119,1.332353,00000011110111111111111100001011,100.0,0.05859375,49.234375,47.1875,387.5,0.2171875
gen0058,120,1.208188,00000011110011010111100101001011,100.0,0.058124999999999996,41.578125,44.375,190.625,0.2171875
gen0058,121,2.489988,00000011011011101100111101001010,100.0,0.0553125,46.171875,13.4375,415.625,0.215625
gen0058,122,0.634879,00000011110001111110111001001101,100.0,0.058124999999999996,24.734375,35.9375,303.125,0.22031250000000002
gen0058,123,0.46182,00000011100011101110111111001011,100.0,0.056249999999999994,46.171875,35.9375,471.875,0.2171875
gen0058,124,0.983564,00000011110011110111111100000000,100.0,0.058124999999999996,47.703125,47.1875,387.5,0.2
gen0058,125,0.889013,00000011101011111110111001001011,100.0,0.0571875,49.234375,35.9375,303.125,0.2171875
