generation,Individual,Fitness,Genome,steric_stiff,steric_range,surface_stiff,anchor_density,anchor_stiff,hydrolysis
gen0051,153,2.159822,01000101000011110110110101001111,1135.9375,0.0375,47.703125,35.9375,190.625,0.2234375
gen0051,154,0.729621,00000011110111111101110110001111,100.0,0.05859375,49.234375,24.6875,218.75,0.2234375
gen0051,155,1.830091,00000011101101110100110110000000,100.0,0.05765625,23.203125,13.4375,218.75,0.2
gen0051,156,1.737805,00000111100011010111110110001000,160.9375,0.056249999999999994,41.578125,47.1875,218.75,0.21250000000000002
gen0051,157,0.617741,00000011100111010101110100000111,100.0,0.05671875,41.578125,24.6875,162.5,0.2109375
gen0051,158,2.295109,10000011110110010011101010001011,2050.0,0.05859375,28.5625,44.375,331.25,0.2171875
gen0051,159,2.134792,00100111110111010110110110001001,648.4375,0.05859375,41.578125,35.9375,218.75,0.21406250000000002
gen0051,160,2.223019,01110010010001110011110101011111,1806.25,0.046875,22.4375,47.1875,190.625,0.2484375
gen0051,161,0.838649,00000011111111110111101111001011,100.0,0.059531249999999994,47.703125,44.375,471.875,0.2171875
gen0051,162,1.674644,00000011110001101001100110001111,100.0,0.058124999999999996,20.90625,21.875,218.75,0.2234375
gen0051,163,1.306321,00000111100011010010110110001000,160.9375,0.056249999999999994,40.8125,35.9375,218.75,0.21250000000000002
gen0052,0,0.928662,00000011110111101110111001001010,100.0,0.05859375,46.171875,35.9375,303.125,0.215625
gen0052,1,0.592589,00000011110111000001111011001011,100.0,0.05859375,37.75,24.6875,359.375,0.2171875
gen0052,2,0.283686,00000011110011111010110000001101,100.0,0.058124999999999996,48.46875,35.9375,50.0,0.22031250000000002
gen0052,3,0.593575,00000011100111010110101011000000,100.0,0.05671875,41.578125,33.125,359.375,0.2
gen0052,4,0.685216,00000011011111101110101100011000,100.0,0.05578125,46.171875,33.125,387.5,0.2375
gen0052,5,0.873708,00000011110111111110110110001000,100.0,0.05859375,49.234375,35.9375,218.75,0.21250000000000002
gen0052,6,0.603221,00000011110011110110110110001011,100.0,0.058124999999999996,47.703125,35.9375,218.75,0.2171875
gen0052,7,0.256147,00000011100111100010110110001000,100.0,0.05671875,43.875,35.9375,218.75,0.21250000000000002
gen0052,8,0.276236,00000011110111010110110110001011,100.0,0.05859375,41.578125,35.9375,218.75,0.2171875
gen0052,9,0.518774,00000011100011001001111011001111,100.0,0.056249999999999994,39.28125,24.6875,359.375,0.2234375
gen0052,10,0.757698,00000010110111111110111000100011,100.0,0.05109374999999999,49.234375,35.9375,275.0,0.2546875
gen0052,11,0.611208,00000011110111010110100110001001,100.0,0.05859375,41.578125,33.125,218.75,0.21406250000000002
gen0052,12,0.484576,00000011110110111110110100001000,100.0,0.05859375,36.984375,35.9375,162.5,0.21250000000000002
gen0052,13,1.942668,00000011110011001001101010001011,100.0,0.058124999999999996,39.28125,21.875,331.25,0.2171875
gen0052,14,0.9608,00000011011011110110110111001011,100.0,0.0553125,47.703125,35.9375,246.875,0.2171875
gen0052,15,0.73137,00000011110011010010110110001011,100.0,0.058124999999999996,40.8125,35.9375,218.75,0.2171875
gen0052,16,0.222409,00000111110110000010110000001100,160.9375,0.05859375,25.5,35.9375,50.0,0.21875
gen0052,17,0.340174,00000011100011110110110111001011,100.0,0.056249999999999994,47.703125,35.9375,246.875,0.2171875
gen0052,18,0.354281,00000011101111111110111111000000,100.0,0.05765625,49.234375,35.9375,471.875,0.2
gen0052,19,0.880777,00000011101111010111101001001001,100.0,0.05765625,41.578125,44.375,303.125,0.21406250000000002
gen0052,20,0.692852,00000011110001110011101000101111,100.0,0.058124999999999996,22.4375,44.375,275.0,0.2734375
gen0052,21,1.123244,00000011101011010110101101010011,100.0,0.0571875,41.578125,33.125,415.625,0.2296875
gen0052,22,0.669684,00000011110111011001100110001001,100.0,0.05859375,42.34375,21.875,218.75,0.21406250000000002
gen0052,23,0.412592,00000011101011010111110110001001,100.0,0.0571875,41.578125,47.1875,218.75,0.21406250000000002
gen0052,24,0.514853,00000011110011010110110100101011,100.0,0.058124999999999996,41.578125,35.9375,162.5,0.2671875
gen0052,25,2.164552,00100011110011010110110101001010,587.5,0.058124999999999996,41.578125,35.9375,190.625,0.215625
gen0052,26,1.184392,00000011110111010110110110101011,100.0,0.05859375,41.578125,35.9375,218.75,0.2671875
gen0052,27,0.903162,00000011101011100101100110001001,100.0,0.0571875,44.640625,21.875,218.75,0.21406250000000002
gen0052,28,0.811379,00000011100011101001110001101111,100.0,0.056249999999999994,45.40625,24.6875,78.125,0.2734375
gen0052,29,0.533698,00000011100111010010110101000000,100.0,0.05671875,40.8125,35.9375,190.625,0.2
gen0052,30,1.23268,00000011110001101001100110001011,100.0,0.058124999999999996,20.90625,21.875,218.75,0.2171875
gen0052,31,0.757321,00010010010001110011110100001000,343.75,0.046875,22.4375,47.1875,162.5,0.21250000000000002
gen0052,32,1.297342,00000111100001010111110110001000,160.9375,0.056249999999999994,17.078125,47.1875,218.75,0.21250000000000002
gen0052,33,2.027779,10000011110111001110100100001011,2050.0,0.05859375,40.046875,33.125,162.5,0.2171875
gen0052,34,2.393208,10000011110111010101011010001011,2050.0,0.05859375,41.578125,19.0625,331.25,0.2171875
gen0052,35,0.282882,00000011100011111101100011000111,100.0,0.056249999999999994,49.234375,21.875,134.375,0.2109375
gen0052,36,1.234152,00000011110111010111011100101010,100.0,0.05859375,41.578125,41.5625,387.5,0.265625
gen0052,37,0.939911,00000011101011110110110110001001,100.0,0.0571875,47.703125,35.9375,218.75,0.21406250000000002
gen0052,38,0.470833,00000011101111011010100100001011,100.0,0.05765625,42.34375,33.125,162.5,0.2171875
gen0052,39,1.32451,00000011101111111101010101001011,100.0,0.05765625,49.234375,19.0625,190.625,0.2171875
gen0052,40,0.383383,00000011110111010101110110001011,100.0,0.05859375,41.578125,24.6875,218.75,0.2171875
gen0052,41,0.563816,00000111110110001110101100001010,160.9375,0.05859375,27.796875,33.125,387.5,0.215625
gen0052,42,0.216163,00000011110011010101100100111010,100.0,0.058124999999999996,41.578125,21.875,162.5,0.290625
gen0052,43,0.450006,00000011100011110101111100100111,100.0,0.056249999999999994,47.703125,24.6875,387.5,0.2609375
gen0052,44,0.983653,00000011100111010101011011001101,100.0,0.05671875,41.578125,19.0625,359.375,0.22031250000000002
gen0052,45,0.713684,00000111110110000010001010001001,160.9375,0.05859375,25.5,27.5,331.25,0.21406250000000002
gen0052,46,0.222842,00000011101011010001100110110011,100.0,0.0571875,40.8125,21.875,218.75,0.2796875
gen0052,47,2.238286,01000011100011001001111011101111,1075.0,0.056249999999999994,39.28125,24.6875,359.375,0.2734375
gen0052,48,2.393759,00011010110111010101010100100000,465.625,0.05109374999999999,41.578125,19.0625,162.5,0.25
gen0052,49,0.977673,00000011101011111010111101001011,100.0,0.0571875,48.46875,35.9375,415.625,0.2171875
gen0052,50,0.52968,00000011110111010110110111001001,100.0,0.05859375,41.578125,35.9375,246.875,0.21406250000000002
gen0052,51,0.678444,00000011110011000101101100001011,100.0,0.058124999999999996,38.515625,21.875,387.5,0.2171875
gen0052,52,2.499259,00110011100011110111101110101011,831.25,0.056249999999999994,47.703125,44.375,443.75,0.2671875
gen0052,53,1.883747,00000011101101101110100100011010,100.0,0.05765625,21.671875,33.125,162.5,0.240625
gen0052,54,2.218052,00100011110010010110110101001011,587.5,0.058124999999999996,29.328125,35.9375,190.625,0.2171875
gen0052,55,0.551189,00000011100111110110110110001011,100.0,0.05671875,47.703125,35.9375,218.75,0.2171875
gen0052,56,0.506467,00000011110111010101000110001001,100.0,0.05859375,41.578125,16.25,218.75,0.21406250000000002
gen0052,57,0.508399,00000011110111101110110110000011,100.0,0.05859375,46.171875,35.9375,218.75,0.20468750000000002
gen0052,58,0.862165,00000011101111000101101010011100,100.0,0.05765625,38.515625,21.875,331.25,0.24375
gen0052,59,0.41672,00000011100011110111111011000011,100.0,0.056249999999999994,47.703125,47.1875,359.375,0.20468750000000002
gen0052,60,0.244333,00000011101011100011101000001011,100.0,0.0571875,43.875,44.375,275.0,0.2171875
gen0052,61,1.372889,00000111110111110010101101001011,160.9375,0.05859375,46.9375,33.125,415.625,0.2171875
gen0052,62,0.561404,00000011010111010110110110001011,100.0,0.05484375,41.578125,35.9375,218.75,0.2171875
gen0052,63,0.843372,00000011110111010001000101110001,100.0,0.05859375,40.8125,16.25,190.625,0.2765625
gen0052,64,1.337035,00110010100100110110110110001011,831.25,0.04921875,10.953125,35.9375,218.75,0.2171875
gen0052,65,0.697751,00000011011011101110100100111111,100.0,0.0553125,46.171875,33.125,162.5,0.2984375
gen0052,66,3.685733,00000001011011110110110111001011,100.0,0.0403125,47.703125,35.9375,246.875,0.2171875
gen0052,67,0.628673,00000011011011101110100110001011,100.0,0.0553125,46.171875,33.125,218.75,0.2171875
gen0052,68,0.608541,00000011110111010111110110001111,100.0,0.05859375,41.578125,47.1875,218.75,0.2234375
gen0052,69,0.641995,00000011110111010101010100001011,100.0,0.05859375,41.578125,19.0625,162.5,0.2171875
gen0052,70,0.859061,00000011110111110101111101000010,100.0,0.05859375,47.703125,24.6875,415.625,0.203125
gen0052,71,1.12154,00000011110010111110110110001001,100.0,0.058124999999999996,36.984375,35.9375,218.75,0.21406250000000002
gen0052,72,1.68846,00000111110111010101110110001011,160.9375,0.05859375,41.578125,24.6875,218.75,0.2171875
gen0052,73,2.032904,01000011110010110010110110001111,1075.0,0.058124999999999996,34.6875,35.9375,218.75,0.2234375
gen0052,74,1.12538,00000111110110000010110100001101,160.9375,0.05859375,25.5,35.9375,162.5,0.22031250000000002
gen0052,75,0.545876,00000011100011111001100110001011,100.0,0.056249999999999994,48.46875,21.875,218.75,0.2171875
gen0052,76,1.038226,00000011100111100001100110001000,100.0,0.05671875,43.875,21.875,218.75,0.21250000000000002
gen0052,77,0.610327,00000011110110111110110100001011,100.0,0.05859375,36.984375,35.9375,162.5,0.2171875
gen0052,78,0.331929,00000011110111011110110110001001,100.0,0.05859375,43.109375,35.9375,218.75,0.21406250000000002
gen0052,79,2.300892,01000011101101110110110110000000,1075.0,0.05765625,23.203125,35.9375,218.75,0.2
gen0052,80,1.039604,00000111110111010110100110001001,160.9375,0.05859375,41.578125,33.125,218.75,0.21406250000000002
gen0052,81,0.932661,00000011101111010100110110000000,100.0,0.05765625,41.578125,13.4375,218.75,0.2
gen0052,82,0.918613,00000011011011101110110101101011,100.0,0.0553125,46.171875,35.9375,190.625,0.2671875
gen0052,83,0.949747,00000011110110010110110111000011,100.0,0.05859375,29.328125,35.9375,246.875,0.20468750000000002
gen0052,84,0.389173,00000011100111111110101100011000,100.0,0.05671875,49.234375,33.125,387.5,0.2375
gen0052,85,0.922074,00000011101111100010110011000010,100.0,0.05765625,43.875,35.9375,134.375,0.203125
gen0052,86,0.801055,00000011100111100010101101001011,100.0,0.05671875,43.875,33.125,415.625,0.2171875
gen0052,87,1.053307,00000011110001110011101000101000,100.0,0.058124999999999996,22.4375,44.375,275.0,0.2625
gen0052,88,1.713195,00001011110110000010110000000010,221.875,0.05859375,25.5,35.9375,50.0,0.203125
gen0052,89,1.090893,00000011100111010010000110001100,100.0,0.05671875,40.8125,27.5,218.75,0.21875
gen0052,90,1.587949,00000111101011100010110000001100,160.9375,0.0571875,43.875,35.9375,50.0,0.21875
gen0052,91,0.326506,00000011011111111110110110011000,100.0,0.05578125,49.234375,35.9375,218.75,0.2375
gen0052,92,1.844798,00000111110011010110110101001101,160.9375,0.058124999999999996,41.578125,35.9375,190.625,0.22031250000000002
gen0052,93,1.840459,00000111110111110001100110110010,160.9375,0.05859375,46.9375,21.875,218.75,0.278125
gen0052,94,2.034662,00000010110111111110110110001000,100.0,0.05109374999999999,49.234375,35.9375,218.75,0.21250000000000002
gen0052,95,0.622907,00000011101111100101101101000010,100.0,0.05765625,44.640625,21.875,415.625,0.203125
gen0052,96,1.299763,00000011010111010110101010001011,100.0,0.05484375,41.578125,33.125,331.25,0.2171875
gen0052,97,1.535424,00000111110110001111100100101101,160.9375,0.05859375,27.796875,44.375,162.5,0.2703125
gen0052,98,0.296949,00000011111111101110101011001011,100.0,0.059531249999999994,46.171875,33.125,359.375,0.2171875
gen0052,99,1.074148,00000011110111010110101011000000,100.0,0.05859375,41.578125,33.125,359.375,0.2
gen0052,100,0.489081,00000011011011101110101100001011,100.0,0.0553125,46.171875,33.125,387.5,0.2171875
gen0052,101,0.882859,00000011010111101110101101011000,100.0,0.05484375,46.171875,33.125,415.625,0.2375
gen0052,102,1.068785,00000011100011110111111100000111,100.0,0.056249999999999994,47.703125,47.1875,387.5,0.2109375
gen0052,103,1.107373,00000011101110011110100000011011,100.0,0.05765625,30.859375,33.125,50.0,0.2421875
gen0052,104,1.177058,00000011100111100110111100101010,100.0,0.05671875,44.640625,35.9375,387.5,0.265625
gen0052,105,0.509633,00000011110111010101111011001111,100.0,0.05859375,41.578125,24.6875,359.375,0.2234375
gen0052,106,1.028842,00000011100011001001101010001011,100.0,0.056249999999999994,39.28125,21.875,331.25,0.2171875
gen0052,107,1.487213,00000011101010000010110010001001,100.0,0.0571875,25.5,35.9375,106.25,0.21406250000000002
gen0052,108,1.098111,00001010110111010011111100001101,221.875,0.05109374999999999,40.8125,47.1875,387.5,0.22031250000000002
gen0052,109,0.926038,00000011110111111001111101001011,100.0,0.05859375,48.46875,24.6875,415.625,0.2171875
gen0052,110,1.607311,00000111100011010101011011000100,160.9375,0.056249999999999994,41.578125,19.0625,359.375,0.20625000000000002
gen0052,111,0.554871,00000011100111101110100100001111,100.0,0.05671875,46.171875,33.125,162.5,0.2234375
gen0052,112,1.139391,00000011110110000100110011001010,100.0,0.05859375,26.265625,13.4375,134.375,0.215625
gen0052,113,0.470517,00000011100010111110110110001001,100.0,0.056249999999999994,36.984375,35.9375,218.75,0.21406250000000002
gen0052,114,2.135867,01100011000001110011110101010111,1562.5,0.0525,22.4375,47.1875,190.625,0.2359375
gen0052,115,1.282904,00001011110001110011011100000010,221.875,0.058124999999999996,22.4375,41.5625,387.5,0.203125
gen0052,116,0.643743,00000011110111010110110100000111,100.0,0.05859375,41.578125,35.9375,162.5,0.2109375
gen0052,117,2.198592,00100011110111010110110100001011,587.5,0.05859375,41.578125,35.9375,162.5,0.2171875
gen0052,118,2.18065,00001011110111011001011100001101,221.875,0.05859375,42.34375,19.0625,387.5,0.22031250000000002
gen0052,119,0.484898,00000011100111010101011010000111,100.0,0.05671875,41.578125,19.0625,331.25,0.2109375
gen0052,120,0.460918,00000011110111110101110100001011,100.0,0.05859375,47.703125,24.6875,162.5,0.2171875
gen0052,121,1.545569,00000011111111110111101111001011,100.0,0.059531249999999994,47.703125,44.375,471.875,0.2171875
gen0052,122,2.170062,01100011100001110011110101010111,1562.5,0.056249999999999994,22.4375,47.1875,190.625,0.2359375
gen0052,123,0.418471,00000011100111111101110110001011,100.0,0.05671875,49.234375,24.6875,218.75,0.2171875
gen0052,124,0.320717,00000011101011110111111011001011,100.0,0.0571875,47.703125,47.1875,359.375,0.2171875
gen0052,125,0.48471,00000011110011111011100101110101,100.0,0.058124999999999996,48.46875,44.375,190.625,0.2828125
gen0052,126,0.383166,00000011111011101110101111001001,100.0,0.0590625,46.171875,33.125,471.875,0.21406250000000002
gen0052,127,2.212256,00100011110011100111101111000011,587.5,0.058124999999999996,44.640625,44.375,471.875,0.20468750000000002
gen0052,128,0.43005,00000011100111010101110110110111,100.0,0.05671875,41.578125,24.6875,218.75,0.2859375
gen0052,129,0.339982,00000011110111010110111001001011,100.0,0.05859375,41.578125,35.9375,303.125,0.2171875
gen0052,130,0.299802,00000011110111111001110101000010,100.0,0.05859375,48.46875,24.6875,190.625,0.203125
gen0052,131,1.184693,00000011100011111001100110000011,100.0,0.056249999999999994,48.46875,21.875,218.75,0.20468750000000002
gen0052,132,0.902263,00000011110011111010010000011101,100.0,0.058124999999999996,48.46875,30.3125,50.0,0.2453125
gen0052,133,1.527004,00000011101101110100110110000011,100.0,0.05765625,23.203125,13.4375,218.75,0.20468750000000002
gen0052,134,0.536293,00000011110111010101010100101011,100.0,0.05859375,41.578125,19.0625,162.5,0.2671875
gen0052,135,0.805568,00000111110110000010110000001011,160.9375,0.05859375,25.5,35.9375,50.0,0.2171875
gen0052,136,1.828712,00000111110111000010100001001010,160.9375,0.05859375,37.75,33.125,78.125,0.215625
gen0052,137,0.933627,00000111110110000001100110110111,160.9375,0.05859375,25.5,21.875,218.75,0.2859375
gen0052,138,0.252666,00000011100111010110011100001001,100.0,0.05671875,41.578125,30.3125,387.5,0.21406250000000002
gen0052,139,0.571656,00000011100011111011111101001011,100.0,0.056249999999999994,48.46875,47.1875,415.625,0.2171875
gen0052,140,0.740768,00000011100011110110110101001011,100.0,0.056249999999999994,47.703125,35.9375,190.625,0.2171875
gen0052,141,0.557741,00000011011011101110100100011010,100.0,0.0553125,46.171875,33.125,162.5,0.240625
gen0052,142,2.355417,01011010110111011001011100100000,1440.625,0.05109374999999999,42.34375,19.0625,387.5,0.25
gen0052,143,2.318032,10000011100011110111111000000111,2050.0,0.056249999999999994,47.703125,47.1875,275.0,0.2109375
gen0052,144,0.525814,00000011100110010010100110100011,100.0,0.05671875,28.5625,33.125,218.75,0.2546875
gen0052,145,2.238271,01000011000011110110111101100111,1075.0,0.0525,47.703125,35.9375,415.625,0.2609375
gen0052,146,2.245597,01000011110011001101101011000011,1075.0,0.058124999999999996,40.046875,21.875,359.375,0.20468750000000002
gen0052,147,0.15306,00000011100011101001101010001011,100.0,0.056249999999999994,45.40625,21.875,331.25,0.2171875
gen0052,148,1.230076,00000011100111111110111101000100,100.0,0.05671875,49.234375,35.9375,415.625,0.20625000000000002
gen0052,149,0.799047,00000011011011101110100100111000,100.0,0.0553125,46.171875,33.125,162.5,0.2875
gen0052,150,0.755342,00000011100011111010111100001011,100.0,0.056249999999999994,48.46875,35.9375,387.5,0.2171875
gen0052,151,2.034706,01011010110111011101011100100000,1440.625,0.05109374999999999,43.109375,19.0625,387.5,0.25
gen0052,152,2.142913,01000111010110010010101101000111,1135.9375,0.05484375,28.5625,33.125,415.625,0.2109375
gen0052,153,1.280072,00000011110111010110100101101111,100.0,0.05859375,41.578125,33.125,190.625,0.2734375
gen0052,154,0.843568,00000011110011001001101010001010,100.0,0.058124999999999996,39.28125,21.875,331.25,0.215625
gen0052,155,2.111735,00100011100011110110110101001011,587.5,0.056249999999999994,47.703125,35.9375,190.625,0.2171875
gen0052,156,2.191076,01000011011011101110100100111100,1075.0,0.0553125,46.171875,33.125,162.5,0.29374999999999996
gen0052,157,0.446353,00000011100011110101111100000110,100.0,0.056249999999999994,47.703125,24.6875,387.5,0.209375
gen0052,158,2.264411,10000011100011100111110001101011,2050.0,0.056249999999999994,44.640625,47.1875,78.125,0.2671875
gen0052,159,0.434354,00000011011111101110101100001111,100.0,0.05578125,46.171875,33.125,387.5,0.2234375
gen0052,160,2.214564,01000111010111010010101101001101,1135.9375,0.05484375,40.8125,33.125,415.625,0.22031250000000002
gen0052,161,2.263234,00100011100011110101111100000111,587.5,0.056249999999999994,47.703125,24.6875,387.5,0.2109375
gen0052,162,0.523482,00000011011011101111100100111000,100.0,0.0553125,46.171875,44.375,162.5,0.2875
gen0052,163,0.776162,00000011011011101110101100001111,100.0,0.0553125,46.171875,33.125,387.5,0.2234375
gen0053,0,0.55849,00000011100011101001101010001011,100.0,0.056249999999999994,45.40625,21.875,331.25,0.2171875
gen0053,1,0.588318,00000011110011010101100100111010,100.0,0.058124999999999996,41.578125,21.875,162.5,0.290625
gen0053,2,0.954268,00000111110110000010110000001100,160.9375,0.05859375,25.5,35.9375,50.0,0.21875
gen0053,3,0.433549,00000011101011010001100110110011,100.0,0.0571875,40.8125,21.875,218.75,0.2796875
gen0053,4,0.276942,00000011101011100011101000001011,100.0,0.0571875,43.875,44.375,275.0,0.2171875
gen0053,5,1.555689,00000011100111010110011100001001,100.0,0.05671875,41.578125,30.3125,387.5,0.21406250000000002
gen0053,6,0.400882,00000011100111100010110110001000,100.0,0.05671875,43.875,35.9375,218.75,0.21250000000000002
gen0053,7,0.560661,00000011110111010110110110001011,100.0,0.05859375,41.578125,35.9375,218.75,0.2171875
gen0053,8,0.441613,00000011100011111101100011000111,100.0,0.056249999999999994,49.234375,21.875,134.375,0.2109375
gen0053,9,0.909907,00000011110011111010110000001101,100.0,0.058124999999999996,48.46875,35.9375,50.0,0.22031250000000002
gen0053,10,0.722816,00000011111111101110101011001011,100.0,0.059531249999999994,46.171875,33.125,359.375,0.2171875
gen0053,11,0.697585,00000011110111111001110101000010,100.0,0.05859375,48.46875,24.6875,190.625,0.203125
gen0053,12,0.319823,00000011101011110111111011001011,100.0,0.0571875,47.703125,47.1875,359.375,0.2171875
gen0053,13,0.896441,00000011011111111110110110011000,100.0,0.05578125,49.234375,35.9375,218.75,0.2375
gen0053,14,0.754452,00000011110111011110110110001001,100.0,0.05859375,43.109375,35.9375,218.75,0.21406250000000002
gen0053,15,0.153477,00000011110111010110111001001011,100.0,0.05859375,41.578125,35.9375,303.125,0.2171875
gen0053,16,0.381634,00000011100011110110110111001011,100.0,0.056249999999999994,47.703125,35.9375,246.875,0.2171875
gen0053,17,0.517776,00000011101111111110111111000000,100.0,0.05765625,49.234375,35.9375,471.875,0.2
gen0053,18,0.612404,00000011111011101110101111001001,100.0,0.0590625,46.171875,33.125,471.875,0.21406250000000002
gen0053,19,0.595789,00000011110111101110101111001001,100.0,0.05859375,46.171875,33.125,471.875,0.21406250000000002
gen0053,20,2.326779,01000011101011001001111110000000,1075.0,0.0571875,39.28125,24.6875,443.75,0.2
gen0053,21,1.262968,00000011110111010111000101110001,100.0,0.05859375,41.578125,38.75,190.625,0.2765625
gen0053,22,0.353871,00000011100111101110111001001010,100.0,0.05671875,46.171875,35.9375,303.125,0.215625
gen0053,23,1.752365,00000111011111111110110110011001,160.9375,0.05578125,49.234375,35.9375,218.75,0.2390625
gen0053,24,1.479141,00000111110111011001011100001011,160.9375,0.05859375,42.34375,19.0625,387.5,0.2171875
gen0053,25,1.126647,00000011110010110101011010000111,100.0,0.058124999999999996,35.453125,19.0625,331.25,0.2109375
gen0053,26,0.537123,00000011101011010111101111001011,100.0,0.0571875,41.578125,44.375,471.875,0.2171875
gen0053,27,1.715494,00000111110111010110100110001001,160.9375,0.05859375,41.578125,33.125,218.75,0.21406250000000002
gen0053,28,0.27393,00000011110011000101101100001011,100.0,0.058124999999999996,38.515625,21.875,387.5,0.2171875
gen0053,29,0.807388,00000011011011010001000101101011,100.0,0.0553125,40.8125,16.25,190.625,0.2671875
gen0053,30,0.561982,00000011101111111010100100001011,100.0,0.05765625,48.46875,33.125,162.5,0.2171875
gen0053,31,0.382619,00000011110111111110001010001000,100.0,0.05859375,49.234375,27.5,331.25,0.21250000000000002
gen0053,32,1.786031,00001010110111010011111100001101,221.875,0.05109374999999999,40.8125,47.1875,387.5,0.22031250000000002
gen0053,33,1.542879,00000111110111010101110110001011,160.9375,0.05859375,41.578125,24.6875,218.75,0.2171875
gen0053,34,2.001831,00000111110111001110100100001101,160.9375,0.05859375,40.046875,33.125,162.5,0.22031250000000002
gen0053,35,0.634653,00000011111111101110100011001011,100.0,0.059531249999999994,46.171875,33.125,134.375,0.2171875
gen0053,36,2.515198,00110011100011110111100100111010,831.25,0.056249999999999994,47.703125,44.375,162.5,0.290625
gen0053,37,1.482034,00000111110111010101110110000111,160.9375,0.05859375,41.578125,24.6875,218.75,0.2109375
gen0053,38,0.13626,00000011011011001110101100001011,100.0,0.0553125,40.046875,33.125,387.5,0.2171875
gen0053,39,0.786825,00000011110010010110110101001100,100.0,0.058124999999999996,29.328125,35.9375,190.625,0.21875
gen0053,40,1.463379,00000011101111011010100100001011,100.0,0.05765625,42.34375,33.125,162.5,0.2171875
gen0053,41,1.121057,00000011110111011001011100001101,100.0,0.05859375,42.34375,19.0625,387.5,0.22031250000000002
gen0053,42,1.276696,00000111100011010101011011000100,160.9375,0.056249999999999994,41.578125,19.0625,359.375,0.20625000000000002
gen0053,43,1.262252,00000011110011010110110110001011,100.0,0.058124999999999996,41.578125,35.9375,218.75,0.2171875
gen0053,44,1.718132,00000011100001101001100110001011,100.0,0.056249999999999994,20.90625,21.875,218.75,0.2171875
gen0053,45,1.083476,00000011100011110111111111000011,100.0,0.056249999999999994,47.703125,47.1875,471.875,0.20468750000000002
gen0053,46,0.439919,00000111110110000010110000001011,160.9375,0.05859375,25.5,35.9375,50.0,0.2171875
gen0053,47,0.880684,00000111110110000100110101001101,160.9375,0.05859375,26.265625,13.4375,190.625,0.22031250000000002
gen0053,48,0.995071,00000011100010111110111100001011,100.0,0.056249999999999994,36.984375,35.9375,387.5,0.2171875
gen0053,49,0.253337,00000011111011101110101011001011,100.0,0.0590625,46.171875,33.125,359.375,0.2171875
gen0053,50,1.222765,00000011110011101001101010001011,100.0,0.058124999999999996,45.40625,21.875,331.25,0.2171875
gen0053,51,0.715535,00000011110011111001100101110001,100.0,0.058124999999999996,48.46875,21.875,190.625,0.2765625
gen0053,52,0.944637,00000011101111100010110110101011,100.0,0.05765625,43.875,35.9375,218.75,0.2671875
gen0053,53,0.655181,00000011110111010111110110001001,100.0,0.05859375,41.578125,47.1875,218.75,0.21406250000000002
gen0053,54,0.961738,00000011101011011110110111001011,100.0,0.0571875,43.109375,35.9375,246.875,0.2171875
gen0053,55,0.351346,00000011101011110111111100001011,100.0,0.0571875,47.703125,47.1875,387.5,0.2171875
gen0053,56,1.153894,00000011100111101110100000000010,100.0,0.05671875,46.171875,33.125,50.0,0.203125
gen0053,57,0.427751,00000011100011110101111100101011,100.0,0.056249999999999994,47.703125,24.6875,387.5,0.2671875
gen0053,58,0.924866,00000011011011101110101100001111,100.0,0.0553125,46.171875,33.125,387.5,0.2234375
gen0053,59,0.466054,00000011101011100011110110000011,100.0,0.0571875,43.875,47.1875,218.75,0.20468750000000002
gen0053,60,2.216659,00100011110111010110110100001000,587.5,0.05859375,41.578125,35.9375,162.5,0.21250000000000002
gen0053,61,0.909326,00000011110001110011101011001111,100.0,0.058124999999999996,22.4375,44.375,359.375,0.2234375
gen0053,62,0.742374,00000011110111011001100110001001,100.0,0.05859375,42.34375,21.875,218.75,0.21406250000000002
gen0053,63,2.113965,00000111111111111110110110011000,160.9375,0.059531249999999994,49.234375,35.9375,218.75,0.2375
gen0053,64,1.257503,00001010110111010010000110001100,221.875,0.05109374999999999,40.8125,27.5,218.75,0.21875
gen0053,65,0.465001,00000011110010010110110101001011,100.0,0.058124999999999996,29.328125,35.9375,190.625,0.2171875
gen0053,66,0.712802,00000011110111010110111000001011,100.0,0.05859375,41.578125,35.9375,275.0,0.2171875
gen0053,67,1.019688,00000011101011010110101101010001,100.0,0.0571875,41.578125,33.125,415.625,0.2265625
gen0053,68,1.06394,00000011100011111010010010001001,100.0,0.056249999999999994,48.46875,30.3125,106.25,0.21406250000000002
gen0053,69,2.004154,10000011110110000010110000001100,2050.0,0.05859375,25.5,35.9375,50.0,0.21875
gen0053,70,0.573139,00000011100010111110101100011000,100.0,0.056249999999999994,36.984375,33.125,387.5,0.2375
gen0053,71,0.522906,00000011101111010101011011000010,100.0,0.05765625,41.578125,19.0625,359.375,0.203125
gen0053,72,2.128669,10000011100011101011111000000111,2050.0,0.056249999999999994,45.40625,47.1875,275.0,0.2109375
gen0053,73,0.460314,00000011110111010101010100001011,100.0,0.05859375,41.578125,19.0625,162.5,0.2171875
gen0053,74,0.669821,00000011100111110101111100100111,100.0,0.05671875,47.703125,24.6875,387.5,0.2609375
gen0053,75,0.609026,00000011110111111110110101000010,100.0,0.05859375,49.234375,35.9375,190.625,0.203125
gen0053,76,0.90509,00000011011011101101011010111000,100.0,0.0553125,46.171875,19.0625,331.25,0.2875
